tunnel_num s t weight
1021 0 1 100
500 0 2 100
1203 0 3 100
680 0 4 50
682 0 4 50
154 0 5 50
155 0 5 50
886 0 6 100
355 0 7 50
357 0 7 50
770 0 8 100
245 0 9 50
247 0 9 50
960 0 10 50
958 0 10 50
443 0 11 50
445 0 11 50
1145 0 12 50
1143 0 12 50
627 0 13 50
628 0 13 50
91 0 14 100
838 0 15 100
572 0 16 50
574 0 16 50
27 0 17 50
29 0 17 50
752 0 18 50
754 0 18 50
227 0 19 50
229 0 19 50
943 0 20 100
156 1 0 100
1209 1 2 100
506 1 3 100
539 1 4 50
541 1 4 50
1061 1 5 50
1062 1 5 50
358 1 6 100
889 1 7 50
891 1 7 50
632 1 8 100
1149 1 9 50
1151 1 9 50
449 1 10 50
451 1 10 50
964 1 11 50
966 1 11 50
1027 1 12 100
305 1 13 50
306 1 13 50
844 1 14 50
846 1 14 50
96 1 15 100
434 1 16 50
436 1 16 50
949 1 17 50
951 1 17 50
236 1 18 50
238 1 18 50
761 1 19 50
763 1 19 50
826 1 20 50
828 1 20 50
1251 2 0 100
719 2 1 100
542 2 3 50
543 2 3 50
892 2 4 100
shutdown 2 5
686 2 6 100
162 2 7 100
512 2 8 50
513 2 8 50
1216 2 9 50
1215 2 9 50
310 2 10 50
311 2 10 50
1033 2 11 50
1034 2 11 50
102 2 12 50
103 2 12 50
850 2 13 50
851 2 13 50
shutdown 2 14
638 2 15 100
298 2 16 100
1018 2 17 100
87 2 18 100
shutdown 2 19
shutdown 2 20
1089 3 0 100
395 3 1 100
42 3 2 50
43 3 2 50
248 3 4 100
775 3 5 100
446 3 6 100
961 3 7 100
629 3 8 50
631 3 8 50
1146 3 9 50
1147 3 9 50
841 3 10 50
842 3 10 50
93 3 11 50
94 3 11 50
1024 3 12 50
1025 3 12 50
301 3 13 50
302 3 13 50
1207 3 14 100
503 3 15 100
856 3 16 100
109 3 17 100
1040 3 18 100
318 3 19 100
1222 3 20 100
969 4 0 50
967 4 0 50
452 4 1 50
454 4 1 50
1152 4 2 50
1154 4 2 50
635 4 3 50
637 4 3 50
45 4 5 33
46 4 5 33
47 4 5 33
776 4 6 50
777 4 6 50
251 4 7 50
252 4 7 50
510 4 8 50
511 4 8 50
1213 4 9 50
1214 4 9 50
684 4 10 50
685 4 10 50
161 4 11 50
159 4 11 50
99 4 12 50
101 4 12 50
848 4 13 50
849 4 13 50
307 4 14 50
309 4 14 50
1031 4 15 100
696 4 16 33
697 4 16 33
695 4 16 33
171 4 17 33
172 4 17 33
173 4 17 33
898 4 18 33
899 4 18 33
900 4 18 33
369 4 19 33
370 4 19 33
371 4 19 33
322 4 20 33
323 4 20 33
324 4 20 33
854 5 0 50
855 5 0 50
106 5 1 50
107 5 1 50
shutdown 5 2
1160 5 3 100
456 5 4 33
457 5 4 33
455 5 4 33
253 5 6 50
254 5 6 50
778 5 7 33
779 5 7 33
780 5 7 33
366 5 8 100
shutdown 5 9
shutdown 5 10
shutdown 5 11
shutdown 5 12
shutdown 5 13
1036 5 14 50
1038 5 14 50
