tunnel_num s t weight
shutdown 0 1
shutdown 0 2
672 0 3 100
shutdown 0 4
shutdown 0 5
shutdown 0 6
21 0 7 100
351 0 8 100
shutdown 0 9
shutdown 0 10
288 0 11 100
shutdown 0 12
shutdown 0 13
shutdown 0 14
465 0 15 100
shutdown 0 16
348 1 0 100
682 1 2 100
418 1 3 100
531 1 4 100
285 1 5 100
27 1 6 100
603 1 7 100
789 1 8 100
544 1 9 100
295 1 10 100
40 1 11 100
170 1 12 100
733 1 13 100
471 1 14 100
222 1 15 100
275 1 16 100
787 2 0 100
220 2 1 100
541 2 3 100
615 2 4 100
36 2 5 100
102 2 6 100
361 2 7 100
429 2 8 100
690 2 9 100
744 2 10 100
181 2 11 100
233 2 12 100
480 2 13 100
552 2 14 100
802 2 15 100
726 2 16 100
426 3 0 100
177 3 1 100
100 3 2 100
613 3 4 100
358 3 5 100
291 3 6 100
33 3 7 100
785 3 8 100
shutdown 3 9
469 3 10 100
shutdown 3 11
166 3 12 100
730 3 13 100
679 3 14 100
414 3 15 100
shutdown 3 16
49 4 0 100
300 4 1 100
shutdown 4 2
shutdown 4 3
114 4 5 100
372 4 6 100
shutdown 4 7
423 4 8 100
shutdown 4 9
98 4 10 100
354 4 11 100
228 4 12 100
478 4 13 100
741 4 14 69
742 4 14 30
176 4 15 100
126 4 16 100
486 5 0 100
243 5 1 100
807 5 2 100
562 5 3 100
312 5 4 100
639 5 6 100
shutdown 5 7
47 5 8 100
625 5 9 100
371 5 10 100
113 5 11 100
699 5 12 100
438 5 13 100
183 5 14 100
752 5 15 100
578 5 16 100
123 6 0 100
381 6 1 100
444 6 2 100
706 6 3 100
309 6 4 100
560 6 5 100
60 6 7 100
575 6 8 100
5 6 9 100
74 6 10 100
326 6 11 100
757 6 12 100
191 6 13 100
252 6 14 100
500 6 15 100
200 6 16 100
570 7 0 100
321 7 1 100
250 7 2 100
0 7 3 100
395 7 4 100
135 7 5 100
69 7 6 100
195 7 8 100
764 7 9 100
716 7 10 100
450 7 11 100
shutdown 7 12
588 7 13 100
513 7 14 100
261 7 15 100
662 7 16 100
437 8 0 100
696 8 1 100
108 8 2 100
shutdown 8 3
621 8 4 100
42 8 5 100
297 8 6 100
shutdown 8 7
226 8 9 100
474 8 10 100
735 8 11 100
171 8 12 100
420 8 13 100
684 8 14 100
94 8 15 100
495 8 16 100
56 9 0 100
635 9 1 100
375 9 2 100
shutdown 9 3
234 9 4 100
805 9 5 100
556 9 6 100
shutdown 9 7
433 9 8 100
747 9 10 100
483 9 11 100
618 9 12 100
363 9 13 100
106 9 14 100
694 9 15 100
132 9 16 100
shutdown 10 0
754 10 1 100
813 10 2 100
shutdown 10 3
shutdown 10 4
568 10 5 100
646 10 6 100
68 10 7 100
51 10 8 100
303 10 9 100
630 10 11 100
702 10 12 100
117 10 13 100
188 10 14 100
442 10 15 100
585 10 16 100
131 11 0 100
710 11 1 100
642 11 2 100
shutdown 11 3
315 11 4 100
65 11 5 100
810 11 6 100
566 11 7 100
582 11 8 100
332 11 9 100
258 11 10 100
760 11 12 100
507 11 13 100
447 11 14 100
193 11 15 100
207 11 16 100
shutdown 12 0
shutdown 12 1
256 12 2 66
255 12 2 33
shutdown 12 3
399 12 4 100
655 12 5 100
75 12 6 100
shutdown 12 7
204 12 8 100
458 12 9 100
717 12 10 100
141 12 11 100
270 12 13 100
522 12 14 100
772 12 15 100
669 12 16 100
202 13 0 100
770 13 1 100
519 13 2 100
268 13 3 100
19 13 4 100
594 13 5 100
340 13 6 100
84 13 7 100
666 13 8 100
408 13 9 100
156 13 10 100
721 13 11 100
462 13 12 100
777 13 14 100
530 13 15 100
282 13 16 100
663 14 0 100
81 14 1 100
153 14 2 100
406 14 3 100
15 14 4 100
264 14 5 100
336 14 6 100
591 14 7 100
390 14 8 100
454 14 9 100
516 14 10 100
766 14 11 100
396 14 12 100
651 14 13 100
138 14 15 100
159 14 16 100
279 15 0 100
25 15 1 100
775 15 2 100
525 15 3 100
92 15 4 100
675 15 5 100
600 15 6 100
345 15 7 100
611 15 8 100
403 15 9 100
335 15 10 100
78 15 11 100
459 15 12 100
210 15 13 100
150 15 14 100
378 15 16 100
794 16 0 100
146 16 1 100
648 16 2 100
shutdown 16 3
276 16 4 100
148 16 5 100
10 16 6 100
713 16 7 100
637 16 8 100
501 16 9 100
510 16 10 100
738 16 11 100
723 16 12 100
240 16 13 100
237 16 14 100
799 16 15 100
