tunnel_num s t weight
shutdown 0 1
shutdown 0 2
shutdown 0 3
shutdown 0 4
shutdown 0 5
shutdown 0 6
shutdown 0 7
shutdown 0 8
shutdown 0 9
shutdown 0 10
shutdown 0 11
shutdown 0 12
shutdown 0 13
shutdown 0 14
shutdown 0 15
shutdown 0 16
shutdown 1 0
shutdown 1 2
shutdown 1 3
shutdown 1 4
shutdown 1 5
shutdown 1 6
shutdown 1 7
shutdown 1 8
shutdown 1 9
shutdown 1 10
shutdown 1 11
shutdown 1 12
shutdown 1 13
shutdown 1 14
shutdown 1 15
shutdown 1 16
shutdown 2 0
shutdown 2 1
shutdown 2 3
shutdown 2 4
shutdown 2 5
shutdown 2 6
shutdown 2 7
shutdown 2 8
shutdown 2 9
shutdown 2 10
shutdown 2 11
shutdown 2 12
shutdown 2 13
shutdown 2 14
shutdown 2 15
shutdown 2 16
shutdown 3 0
shutdown 3 1
shutdown 3 2
shutdown 3 4
shutdown 3 5
shutdown 3 6
shutdown 3 7
shutdown 3 8
shutdown 3 9
shutdown 3 10
shutdown 3 11
shutdown 3 12
shutdown 3 13
shutdown 3 14
shutdown 3 15
shutdown 3 16
shutdown 4 0
shutdown 4 1
shutdown 4 2
shutdown 4 3
shutdown 4 5
shutdown 4 6
shutdown 4 7
shutdown 4 8
shutdown 4 9
shutdown 4 10
shutdown 4 11
shutdown 4 12
shutdown 4 13
shutdown 4 14
shutdown 4 15
shutdown 4 16
shutdown 5 0
shutdown 5 1
shutdown 5 2
shutdown 5 3
shutdown 5 4
shutdown 5 6
shutdown 5 7
shutdown 5 8
shutdown 5 9
shutdown 5 10
shutdown 5 11
shutdown 5 12
shutdown 5 13
shutdown 5 14
shutdown 5 15
shutdown 5 16
shutdown 6 0
shutdown 6 1
shutdown 6 2
shutdown 6 3
shutdown 6 4
shutdown 6 5
shutdown 6 7
shutdown 6 8
shutdown 6 9
shutdown 6 10
shutdown 6 11
shutdown 6 12
shutdown 6 13
shutdown 6 14
shutdown 6 15
shutdown 6 16
shutdown 7 0
shutdown 7 1
shutdown 7 2
shutdown 7 3
shutdown 7 4
shutdown 7 5
shutdown 7 6
shutdown 7 8
shutdown 7 9
shutdown 7 10
shutdown 7 11
shutdown 7 12
shutdown 7 13
shutdown 7 14
shutdown 7 15
shutdown 7 16
shutdown 8 0
shutdown 8 1
shutdown 8 2
shutdown 8 3
shutdown 8 4
shutdown 8 5
shutdown 8 6
shutdown 8 7
shutdown 8 9
shutdown 8 10
shutdown 8 11
shutdown 8 12
shutdown 8 13
shutdown 8 14
shutdown 8 15
shutdown 8 16
shutdown 9 0
shutdown 9 1
shutdown 9 2
shutdown 9 3
shutdown 9 4
shutdown 9 5
shutdown 9 6
shutdown 9 7
shutdown 9 8
shutdown 9 10
shutdown 9 11
shutdown 9 12
shutdown 9 13
shutdown 9 14
shutdown 9 15
shutdown 9 16
shutdown 10 0
shutdown 10 1
shutdown 10 2
shutdown 10 3
shutdown 10 4
shutdown 10 5
shutdown 10 6
shutdown 10 7
shutdown 10 8
shutdown 10 9
shutdown 10 11
shutdown 10 12
shutdown 10 13
shutdown 10 14
shutdown 10 15
shutdown 10 16
shutdown 11 0
shutdown 11 1
shutdown 11 2
shutdown 11 3
shutdown 11 4
shutdown 11 5
shutdown 11 6
shutdown 11 7
shutdown 11 8
shutdown 11 9
shutdown 11 10
shutdown 11 12
shutdown 11 13
shutdown 11 14
shutdown 11 15
shutdown 11 16
shutdown 12 0
shutdown 12 1
shutdown 12 2
shutdown 12 3
shutdown 12 4
shutdown 12 5
shutdown 12 6
shutdown 12 7
shutdown 12 8
shutdown 12 9
shutdown 12 10
shutdown 12 11
shutdown 12 13
shutdown 12 14
shutdown 12 15
shutdown 12 16
shutdown 13 0
shutdown 13 1
shutdown 13 2
shutdown 13 3
shutdown 13 4
shutdown 13 5
shutdown 13 6
shutdown 13 7
shutdown 13 8
shutdown 13 9
shutdown 13 10
shutdown 13 11
shutdown 13 12
shutdown 13 14
shutdown 13 15
shutdown 13 16
shutdown 14 0
shutdown 14 1
shutdown 14 2
shutdown 14 3
shutdown 14 4
shutdown 14 5
shutdown 14 6
shutdown 14 7
shutdown 14 8
shutdown 14 9
shutdown 14 10
shutdown 14 11
shutdown 14 12
shutdown 14 13
shutdown 14 15
shutdown 14 16
shutdown 15 0
shutdown 15 1
shutdown 15 2
shutdown 15 3
shutdown 15 4
shutdown 15 5
shutdown 15 6
shutdown 15 7
shutdown 15 8
shutdown 15 9
shutdown 15 10
shutdown 15 11
shutdown 15 12
shutdown 15 13
shutdown 15 14
shutdown 15 16
shutdown 16 0
shutdown 16 1
shutdown 16 2
shutdown 16 3
shutdown 16 4
shutdown 16 5
shutdown 16 6
shutdown 16 7
shutdown 16 8
shutdown 16 9
shutdown 16 10
shutdown 16 11
shutdown 16 12
shutdown 16 13
shutdown 16 14
shutdown 16 15
